"event","quarter","time","resolution","realization","grpd_event_time_bin","dataSet","grpd_time_event","EV","VarPredictedAgg","sqDevFromRealizationAgg","errorAgg","perc_errorAgg","avg_disagreementEV"
1968,4,1968.875,1,9.4,1,"PRGDP",1,6.28441176470588,3.37031510471199,9.70689005190312,6.33657494719113,1.88011350580605,1.55842200692041
1969,1,1969.125,1,8.1,16,"PRGDP",2,6.50838983050847,2.87158215311692,2.53322293162884,-0.338359221488077,-0.117830242509625,1.27514274633726
1969,2,1969.375,1,8.1,31,"PRGDP",3,7.01889830508475,2.00091657159325,1.16878087474863,-0.832135696844615,-0.415877257781927,0.743341582878484
1969,3,1969.625,1,8.1,46,"PRGDP",4,5.60457547169811,5.85977836057156,6.2271435764507,0.367365215879135,0.0626926810664051,4.12955335751158
1969,4,1969.875,1,8.1,61,"PRGDP",5,5.42185185185185,2.0966514738861,7.17247750342935,5.07582602954326,2.42092025916703,0.999636385459534
1970,1,1970.125,1,5.5,76,"PRGDP",6,5.15412280701754,1.98646545860265,0.119631032625424,-1.86683442597722,-0.939776937923916,0.77727730070791
1970,2,1970.375,1,5.5,91,"PRGDP",7,5.04316326530612,2.26951448354852,0.208699802165765,-2.06081468138276,-0.9080420928447,1.26952825905872
1970,3,1970.625,1,5.5,106,"PRGDP",8,5.17953703703704,0.886886822702332,0.102696510631002,-0.78419031207133,-0.884205619023533,0.188215063443073
1970,4,1970.875,1,5.5,121,"PRGDP",9,6.03833333333333,6.23807525118708,0.289802777777778,-5.94827247340931,-0.953542917308888,4.25883931623931
1971,1,1971.125,1,8.6,136,"PRGDP",10,7.15349056603774,1.73425619845409,2.09238954254183,0.358133344087737,0.206505442740799,0.803258098967604
1971,2,1971.375,1,8.6,151,"PRGDP",11,7.205,1.55845900454545,1.946025,0.387565995454545,0.248685396487271,0.812194545454547
1971,3,1971.625,1,8.6,166,"PRGDP",12,7.29220588235294,2.20329219290657,1.71032545415224,-0.492966738754331,-0.223740972868429,1.34723410467128
1971,4,1971.875,1,8.6,181,"PRGDP",13,8.44532894736842,2.9431159657487,0.0239231345221597,-2.91919283122654,-0.991871494429519,1.86494035231995
1972,1,1972.125,1,9.8,196,"PRGDP",14,8.56104838709677,1.81531205402743,1.53500109911551,-0.280310954911925,-0.1544147488527,0.891546884755462
1972,2,1972.375,1,9.8,211,"PRGDP",15,8.94692857142857,2.06630414657289,0.727730862244899,-1.33857328432799,-0.64781038481102,1.20665592346939
1972,3,1972.625,1,9.8,226,"PRGDP",16,9.06681818181818,1.95261217784247,0.537555578512398,-1.41505659933008,-0.724699259477954,0.914224724517906
1972,4,1972.875,1,9.8,241,"PRGDP",17,9.13967213114754,2.01223504441341,0.43603289438323,-1.57620215003018,-0.783309163810762,1.08165972856759
1973,2,1973.375,1,11.7,256,"PRGDP",18,10.5848360655738,2.07343030248126,1.24359060064499,-0.829839701836276,-0.400225510760218,1.26507784197796
1973,3,1973.625,1,11.7,271,"PRGDP",19,10.6706666666667,2.88003427871605,1.05952711111111,-1.82050716760494,-0.632113020688261,2.20149066666667
1973,4,1973.875,1,11.7,286,"PRGDP",20,6.585,5.76728652314815,26.163225,20.3959384768518,3.53648780843274,4.01827037037037
1974,4,1974.875,1,8.5,301,"PRGDP",21,8.17377551020408,0.985324644724987,0.106422417742608,-0.878902226982379,-0.891992534326276,0.45766788837984
1975,1,1975.125,1,8.8,316,"PRGDP",22,7.06780487804878,2.75430493753718,3.0004999405116,0.24619500297442,0.0893855286751803,1.27709274241523
1975,2,1975.375,1,8.8,331,"PRGDP",23,5.05855555555556,1.93075768787106,13.9984065308642,12.0676488429931,6.25021405782902,0.944218469135802
1975,3,1975.625,1,8.8,346,"PRGDP",24,5.12575,1.90538026576563,13.5001130625,11.5947327967344,6.08525920261662,1.2566844375
1975,4,1975.875,1,8.8,361,"PRGDP",25,11.1255434782609,5.9014187736937,5.40815246928167,-0.493266304412032,-0.0835843588343242,4.78584698724008
1976,1,1976.125,1,11.3,376,"PRGDP",26,11.9976595744681,3.4744387076274,0.486728881846985,-2.98770982578042,-0.859911507208784,2.26339452240833
1976,2,1976.375,1,11.3,391,"PRGDP",27,11.8420833333333,3.29365293840422,0.293854340277775,-2.99979859812645,-0.910781631892233,2.44139878472222
1976,3,1976.625,1,11.3,406,"PRGDP",28,11.9697142857143,1.8297325069621,0.448517224489795,-1.3812152824723,-0.754872789993513,1.11607848979592
1976,4,1976.875,1,11.3,421,"PRGDP",29,10.8519444444444,1.88634752419839,0.200753780864199,-1.68559374333419,-0.893575399925573,0.87312538580247
1977,1,1977.125,1,11.2,436,"PRGDP",30,10.0403846153846,3.92710224264148,1.34470784023668,-2.5823944024048,-0.657582676194295,2.86915177514793
1977,2,1977.375,1,11.2,451,"PRGDP",31,10.8536585365854,2.74019486078264,0.11995240928019,-2.62024245150245,-0.956224861597642,1.80744393218323
1977,3,1977.625,1,11.2,466,"PRGDP",32,10.7847222222222,2.5402694321202,0.172455632716051,-2.36781379940415,-0.93211128294682,1.72187075617284
1977,4,1977.875,1,11.2,481,"PRGDP",33,10.331,3.738689,0.755160999999997,-2.983528,-0.798014491175918,2.80281025
1978,1,1978.125,1,12.9,496,"PRGDP",34,10.3663461538462,2.96106400809342,6.41940181213017,3.45833780403675,1.16793753683951,2.23697607248521
1978,2,1978.375,1,12.9,511,"PRGDP",35,9.95742424242424,3.94042981927401,8.65875208907255,4.71832226979854,1.19741309608398,3.20204866850321
1978,3,1978.625,1,12.9,526,"PRGDP",36,11.0534,1.148519500624,3.40993156,2.261412059376,1.96898011583378,0.57368544
1978,4,1978.875,1,12.9,541,"PRGDP",37,9.99571428571429,4.35977245553936,8.43487551020406,4.0751030546647,0.934705445346588,3.17070484693878
1979,1,1979.125,1,12.1,556,"PRGDP",38,10.664696969697,1.67506324844867,2.06009478879706,0.385031540348383,0.229860896718361,0.752431726354454
1979,2,1979.375,1,12.1,571,"PRGDP",39,9.50046875,5.65671574700165,6.75756271972656,1.10084697272491,0.194608854671268,4.38572556152344
1979,3,1979.625,1,12.1,586,"PRGDP",40,9.28828571428572,5.51425484737026,7.90573722448979,2.39148237711953,0.433690941625598,4.51896420408163
1979,4,1979.875,1,12.1,601,"PRGDP",41,8.0685,3.31442464741667,16.25299225,12.9385676025833,3.90371451427261,2.22230191666667
1980,1,1980.125,1,8.7,616,"PRGDP",42,9.55229166666667,6.03091296656178,0.726401085069449,-5.30451188149233,-0.879553711171599,4.67574370659722
1980,2,1980.375,1,8.7,631,"PRGDP",43,8.55574074074074,2.7566151920439,0.0208107338820297,-2.73580445816187,-0.992450620622678,1.61438648834019
1980,3,1980.625,1,8.7,646,"PRGDP",44,8.01772727272727,2.2451402892562,0.465496074380162,-1.77964421487604,-0.792665038969846,1.61431756198347
1980,4,1980.875,1,8.7,661,"PRGDP",45,8.83933333333333,1.57977543140741,0.0194137777777772,-1.56036165362963,-0.987711052221845,1.17583788888889
1982,3,1981.625,1,-1.7,676,"PRGDP",46,2.57,3.10443333333333,18.2329,15.1284666666667,4.87318136428549,1.08335333333333
1982,4,1981.875,1,-1.7,682,"PRGDP",47,0.527906976744186,2.81619794483505,4.96356949702542,2.14737155219037,0.762507321663481,1.24744445646295
1982,1,1982.125,1,-1.7,688,"PRGDP",48,-0.0775757575757576,3.54428503213958,2.63226042240588,-0.912024609733701,-0.257322591570221,1.91466078971534
1982,2,1982.375,1,-1.7,694,"PRGDP",50,-0.915,1.968775,0.616225,-1.35255,-0.687000799989841,0.465415
1982,3,1982.625,1,-1.7,700,"PRGDP",52,-0.733095238095238,2.16198504536497,0.934904818594104,-1.22708022677087,-0.567571098330017,1.01258327664399
1982,4,1982.875,1,-1.7,706,"PRGDP",54,-0.907297297297297,1.27784490847531,0.62837757487217,-0.649467333603143,-0.508252080745909,0.712760262965669
1983,1,1982.125,1,4.5,712,"PRGDP",49,3.20424242424242,4.14616382001837,1.67898769513315,-2.46717612488522,-0.595050324102796,1.86651533516988
1983,2,1982.375,1,4.5,718,"PRGDP",51,2.58894736842105,4.93735152354571,3.65212216066482,-1.28522936288089,-0.260307445550871,2.42468836565097
1983,3,1982.625,1,4.5,724,"PRGDP",53,2.6085,3.86772775,3.57777225,-0.289955499999998,-0.0749679188252063,1.81213775
1983,4,1982.875,1,4.5,730,"PRGDP",55,2.13555555555556,3.1794024691358,5.5905975308642,2.4111950617284,0.75837994250026,1.23078024691358
1983,1,1983.125,1,4.5,736,"PRGDP",56,2.45028571428571,2.72638563265306,4.20132865306122,1.47494302040816,0.540988407048231,0.660991346938776
