"event","quarter","id","industry","time","resolution","realization","grpd_id_time_event","EV","VarPredictedAcross","VarPredicted","sqDevFromRealization","grpd_time_event","meanEV","sqDevFromMeanEV","disagreementEV","withinId","disagreementEVMinusPersoni","distanceFromResolution","dataSet","error","perc_error"
1968,4,1,"#N/A",1968.875,1,4.3,1,3,0.45,0.533333333333333,1.69,1,3.65505952380952,0.42910297973356,1.16951577026644,1,1.17837411815938,0.125,"PRPGDP",1.15666666666667,2.16875
1968,4,2,"#N/A",1968.875,1,4.3,19,6.3,0.56,0.643333333333333,4,1,3.65505952380952,6.9957101225907,1.16951577026644,2,1.09830516765859,0.125,"PRPGDP",3.35666666666667,5.21761658031088
1968,4,3,"#N/A",1968.875,1,4.3,26,3.6,0.09,0.173333333333333,0.49,1,3.65505952380952,0.00303155116213151,1.16951577026644,3,1.18356935694586,0.125,"PRPGDP",0.316666666666666,1.82692307692307
1968,4,4,"#N/A",1968.875,1,4.3,52,3.4,0.89,0.973333333333333,0.809999999999999,1,3.65505952380952,0.0650553606859409,1.16951577026644,4,1.18281307882131,0.125,"PRPGDP",-0.163333333333334,-0.167808219178083
1968,4,5,"#N/A",1968.875,1,4.3,69,1.75,7.9675,8.05083333333334,6.5025,1,3.65505952380952,3.62925178925737,1.16951577026644,5,1.1393535781681,0.125,"PRPGDP",-1.54833333333334,-0.192319635648484
1968,4,6,"#N/A",1968.875,1,4.3,93,2.75,2.0875,2.17083333333333,2.4025,1,3.65505952380952,0.819132741638322,1.16951577026644,6,1.17361834809116,0.125,"PRPGDP",0.231666666666666,0.106717850287907
1968,4,7,"#N/A",1968.875,1,4.3,101,4.07,1.0651,1.14843333333333,0.0528999999999998,1,3.65505952380952,0.172175598781179,1.16951577026644,7,1.18150692408187,0.125,"PRPGDP",-1.09553333333333,-0.95393724784489
1968,4,8,"#N/A",1968.875,1,4.3,138,3.6,0.09,0.173333333333333,0.49,1,3.65505952380952,0.00303155116213151,1.16951577026644,8,1.18356935694586,0.125,"PRPGDP",0.316666666666666,1.82692307692307
1968,4,9,"#N/A",1968.875,1,4.3,172,4.4,0.89,0.973333333333333,0.0100000000000001,1,3.65505952380952,0.554936313066894,1.16951577026644,9,1.17683978806793,0.125,"PRPGDP",-0.963333333333333,-0.98972602739726
1968,4,10,"#N/A",1968.875,1,4.3,223,3.6,0.59,0.673333333333333,0.489999999999999,1,3.65505952380952,0.00303155116213146,1.16951577026644,10,1.18356935694586,0.125,"PRPGDP",-0.183333333333334,-0.272277227722774
1968,4,11,"#N/A",1968.875,1,4.3,237,3.8,0.61,0.693333333333333,0.25,1,3.65505952380952,0.0210077416383221,1.16951577026644,11,1.18335016693279,0.125,"PRPGDP",-0.443333333333334,-0.639423076923078
1968,4,12,"#N/A",1968.875,1,4.3,238,6.7,2.76,2.84333333333333,5.76,1,3.65505952380952,9.27166250354308,1.16951577026644,12,1.07055367977936,0.125,"PRPGDP",2.91666666666666,1.02579132473622
1968,4,13,"#N/A",1968.875,1,4.3,284,2.75,0.4875,0.570833333333333,2.4025,1,3.65505952380952,0.819132741638322,1.16951577026644,13,1.17361834809116,0.125,"PRPGDP",1.83166666666667,3.20875912408759
1968,4,15,"#N/A",1968.875,1,4.3,324,3.45,0.2475,0.330833333333333,0.722499999999999,1,3.65505952380952,0.0420494083049886,1.16951577026644,14,1.18309359849035,0.125,"PRPGDP",0.391666666666666,1.18387909319899
1968,4,16,"#N/A",1968.875,1,4.3,384,2.5,0.5,0.583333333333333,3.24,1,3.65505952380952,1.33416250354308,1.16951577026644,15,1.16733840905792,0.125,"PRPGDP",2.65666666666667,4.55428571428571
1968,4,17,"#N/A",1968.875,1,4.3,412,3.9,1.24,1.32333333333333,0.16,1,3.65505952380952,0.0599958368764172,1.16951577026644,16,1.18287477137465,0.125,"PRPGDP",-1.16333333333333,-0.879093198992443
1968,4,18,"#N/A",1968.875,1,4.3,413,1.65,1.1275,1.21083333333333,7.0225,1,3.65505952380952,4.02026369401927,1.16951577026644,17,1.13458583248657,0.125,"PRPGDP",5.81166666666666,4.79972470750172
1968,4,19,"#N/A",1968.875,1,4.3,432,1.5,0.4,0.483333333333333,7.84,1,3.65505952380952,4.64428155116213,1.16951577026644,18,1.12697696327479,0.125,"PRPGDP",7.35666666666667,15.2206896551724
1968,4,20,"#N/A",1968.875,1,4.3,458,-0.5,0.1,0.183333333333333,23.04,1,3.65505952380952,17.2645196464002,1.16951577026644,19,0.973093961387719,0.125,"PRPGDP",22.8566666666667,124.672727272727
1968,4,21,"#N/A",1968.875,1,4.3,628,3.85,0.3275,0.410833333333333,0.2025,1,3.65505952380952,0.0380017892573695,1.16951577026644,20,1.18314295253302,0.125,"PRPGDP",-0.208333333333333,-0.50709939148073
1968,4,22,"#N/A",1968.875,1,4.3,651,2.45,0.2475,0.330833333333333,3.4225,1,3.65505952380952,1.45216845592404,1.16951577026644,21,1.16589952097547,0.125,"PRPGDP",3.09166666666667,9.34508816120906
1968,4,23,"#N/A",1968.875,1,4.3,683,3.9,0.24,0.323333333333333,0.16,1,3.65505952380952,0.0599958368764174,1.16951577026644,22,1.18287477137465,0.125,"PRPGDP",-0.163333333333334,-0.505154639175259
1968,4,24,"#N/A",1968.875,1,4.3,721,3.45,0.5475,0.630833333333333,0.722499999999999,1,3.65505952380952,0.0420494083049886,1.16951577026644,23,1.18309359849035,0.125,"PRPGDP",0.091666666666666,0.145310435931307
1968,4,25,"#N/A",1968.875,1,4.3,723,3.5,0.8,0.883333333333333,0.64,1,3.65505952380952,0.0240434559240363,1.16951577026644,24,1.18331315140078,0.125,"PRPGDP",-0.243333333333334,-0.275471698113208
1968,4,26,"#N/A",1968.875,1,4.3,735,4.6,0.69,0.773333333333333,0.0899999999999999,1,3.65505952380952,0.892912503543083,1.16951577026644,25,1.17271872550443,0.125,"PRPGDP",-0.683333333333334,-0.883620689655173
1968,4,27,"#N/A",1968.875,1,4.3,743,5.9,0.44,0.523333333333333,2.56,1,3.65505952380952,5.03975774163832,1.16951577026644,26,1.12215478298737,0.125,"PRPGDP",2.03666666666667,3.89171974522293
1968,4,29,"#N/A",1968.875,1,4.3,781,3.85,0.3275,0.410833333333333,0.2025,1,3.65505952380952,0.0380017892573695,1.16951577026644,27,1.18314295253302,0.125,"PRPGDP",-0.208333333333333,-0.50709939148073
1968,4,30,"#N/A",1968.875,1,4.3,787,3.87,0.2331,0.316433333333333,0.1849,1,3.65505952380952,0.0461994083049887,1.16951577026644,28,1.18304299608071,0.125,"PRPGDP",-0.131533333333334,-0.415674707679343
1968,4,31,"#N/A",1968.875,1,4.3,876,2.5,0.4,0.483333333333333,3.24,1,3.65505952380952,1.33416250354308,1.16951577026644,29,1.16733840905792,0.125,"PRPGDP",2.75666666666667,5.70344827586207
1968,4,32,"#N/A",1968.875,1,4.3,932,3.85,0.3275,0.410833333333333,0.2025,1,3.65505952380952,0.0380017892573695,1.16951577026644,30,1.18314295253302,0.125,"PRPGDP",-0.208333333333333,-0.50709939148073
1968,4,33,"#N/A",1968.875,1,4.3,971,2.715,8.461275,8.54460833333333,2.512225,1,3.65505952380952,0.88371190830499,1.16951577026644,31,1.1728309115982,0.125,"PRPGDP",-6.03238333333333,-0.705987108829837
1968,4,34,"#N/A",1968.875,1,4.3,988,4.1,0.44,0.523333333333333,0.0400000000000001,1,3.65505952380952,0.197972027352607,1.16951577026644,32,1.18119237915517,0.125,"PRPGDP",-0.483333333333333,-0.923566878980892
1968,4,35,"#N/A",1968.875,1,4.3,1024,3.5,0.2,0.283333333333333,0.639999999999999,1,3.65505952380952,0.0240434559240361,1.16951577026644,33,1.18331315140078,0.125,"PRPGDP",0.356666666666666,1.25882352941176
1968,4,36,"#N/A",1968.875,1,4.3,1103,4.06,1.1064,1.18973333333333,0.0575999999999997,1,3.65505952380952,0.16397678925737,1.16951577026644,34,1.18160689505008,0.125,"PRPGDP",-1.13213333333333,-0.951585789532669
1968,4,37,"#N/A",1968.875,1,4.3,1117,1.83,2.2611,2.34443333333333,6.1009,1,3.65505952380952,3.33084226544784,1.16951577026644,35,1.14299219044854,0.125,"PRPGDP",3.75646666666667,1.6022919539903
1968,4,38,"#N/A",1968.875,1,4.3,1119,3.5,0.4,0.483333333333333,0.64,1,3.65505952380952,0.0240434559240363,1.16951577026644,36,1.18331315140078,0.125,"PRPGDP",0.156666666666666,0.324137931034482
1968,4,39,"#N/A",1968.875,1,4.3,1159,3,0.65,0.733333333333333,1.69,1,3.65505952380952,0.42910297973356,1.16951577026644,37,1.17837411815938,0.125,"PRPGDP",0.956666666666666,1.30454545454545
1968,4,41,"#N/A",1968.875,1,4.3,1280,3.75,0.1875,0.270833333333333,0.3025,1,3.65505952380952,0.00901369401927438,1.16951577026644,38,1.18349641457396,0.125,"PRPGDP",0.0316666666666665,0.116923076923076
1968,4,42,"#N/A",1968.875,1,4.3,1318,4.5,0.6,0.683333333333333,0.0400000000000001,1,3.65505952380952,0.713924408304989,1.16951577026644,39,1.17490119030338,0.125,"PRPGDP",-0.643333333333333,-0.941463414634146
1968,4,43,"#N/A",1968.875,1,4.3,1346,2.6,0.19,0.273333333333333,2.89,1,3.65505952380952,1.11315059878118,1.16951577026644,40,1.17003328494702,0.125,"PRPGDP",2.61666666666667,9.57317073170731
1968,4,45,"#N/A",1968.875,1,4.3,1460,3.7,0.36,0.443333333333333,0.36,1,3.65505952380952,0.00201964640022677,1.16951577026644,41,1.18358169545653,0.125,"PRPGDP",-0.0833333333333337,-0.187969924812031
1968,4,46,"#N/A",1968.875,1,4.3,1463,3.75,0.2875,0.370833333333333,0.3025,1,3.65505952380952,0.00901369401927438,1.16951577026644,42,1.18349641457396,0.125,"PRPGDP",-0.0683333333333335,-0.184269662921349
1968,4,47,"#N/A",1968.875,1,4.3,1489,5.35,0.3275,0.410833333333333,1.1025,1,3.65505952380952,2.8728232178288,1.16951577026644,43,1.14857697779068,0.125,"PRPGDP",0.691666666666668,1.68356997971603
1968,4,48,"#N/A",1968.875,1,4.3,1523,3,1.45,1.53333333333333,1.69,1,3.65505952380952,0.42910297973356,1.16951577026644,44,1.17837411815938,0.125,"PRPGDP",0.156666666666667,0.102173913043478
1968,4,49,"#N/A",1968.875,1,4.3,1552,3.99,1.3899,1.47323333333333,0.0961,1,3.65505952380952,0.112185122590703,1.16951577026644,45,1.18223840905792,0.125,"PRPGDP",-1.37713333333333,-0.934769328234948
1968,4,51,"#N/A",1968.875,1,4.3,1605,3.55,0.2475,0.330833333333333,0.5625,1,3.65505952380952,0.0110375035430839,1.16951577026644,46,1.18347173755262,0.125,"PRPGDP",0.231666666666667,0.700251889168766
1968,4,52,"#N/A",1968.875,1,4.3,1664,3.6,0.49,0.573333333333333,0.49,1,3.65505952380952,0.00303155116213156,1.16951577026644,47,1.18356935694586,0.125,"PRPGDP",-0.0833333333333331,-0.145348837209302
1968,4,53,"#N/A",1968.875,1,4.3,1681,3.55,0.8475,0.930833333333333,0.5625,1,3.65505952380952,0.0110375035430839,1.16951577026644,48,1.18347173755262,0.125,"PRPGDP",-0.368333333333333,-0.395702775290958
1968,4,54,"#N/A",1968.875,1,4.3,1697,3.71,0.2659,0.349233333333333,0.3481,1,3.65505952380952,0.00301845592403628,1.16951577026644,49,1.1835695166207,0.125,"PRPGDP",-0.00113333333333349,-0.00324520377970837
