"event","quarter","time","resolution","realization","grpd_event_time_bin","dataSet","grpd_time_event","EV","VarPredictedAgg","sqDevFromRealizationAgg","errorAgg","perc_errorAgg","avg_disagreementEV"
2007,1,2007.125,1,2.3,1,"PRCPCE",1,2.03625,0.286633572635135,0.0695640625,-0.217069510135135,-0.757306648134515,0.0752969594594594
2007,2,2007.375,1,2.3,11,"PRCPCE",3,2.178,0.2773785,0.0148839999999999,-0.2624945,-0.946340469791279,0.0752444375
2007,3,2007.625,1,2.3,21,"PRCPCE",5,2.06628571428571,0.234981204081633,0.0546223673469387,-0.180358836734694,-0.767545801969919,0.0645162040816327
2007,4,2007.875,1,2.3,31,"PRCPCE",7,2.01205128205128,0.254101561472715,0.08291446416831,-0.171187097304405,-0.673695573975396,0.0849191896778436
2008,1,2007.125,1,1.4,41,"PRCPCE",2,2.02348484848485,0.328122704315886,0.388733356290175,0.0606106519742889,0.184719469811326,0.0793594467401285
2008,2,2007.375,1,1.4,51,"PRCPCE",4,2.14916666666667,0.320040972222222,0.561250694444444,0.241209722222222,0.753683881621059,0.0589379273504273
2008,3,2007.625,1,1.4,61,"PRCPCE",6,2.09142857142857,0.295515816326531,0.478073469387756,0.182557653061225,0.617759331228172,0.0543390306122449
2008,4,2007.875,1,1.4,71,"PRCPCE",8,2.07634615384615,0.358786649408284,0.457444119822485,0.098657470414201,0.274975310750576,0.117596104536489
2008,1,2008.125,1,1.4,81,"PRCPCE",9,2.11585526315789,0.416561110630194,0.512448757790858,0.0958876471606644,0.230188667913817,0.122060617209141
2008,2,2008.375,1,1.4,91,"PRCPCE",11,2.28351554054054,0.32587967328338,0.780599710376644,0.454720037093264,1.39536176807765,0.1152830684916
2008,3,2008.625,1,1.4,101,"PRCPCE",13,2.2307027027027,0.265209343113024,0.690066980277575,0.424857637164551,1.6019708513191,0.060195411614317
2008,4,2008.875,1,1.4,111,"PRCPCE",15,2.29096710526316,0.193785550752742,0.793822382661011,0.60003683190827,3.09639614293988,0.050334211088989
2009,1,2008.125,1,1.4,121,"PRCPCE",10,2.11792857142857,0.499646423469388,0.51542143367347,0.0157750102040827,0.0315723468899186,0.181822673469388
2009,2,2008.375,1,1.4,131,"PRCPCE",12,2.25493428571429,0.417708370986877,0.730912632889797,0.31320426190292,0.749815621752908,0.14312460307449
2009,3,2008.625,1,1.4,141,"PRCPCE",14,2.15862162162162,0.381864518991965,0.575506764791819,0.193642245799854,0.507096721923853,0.117396407505478
2009,4,2008.875,1,1.4,151,"PRCPCE",16,1.87802631578947,0.433757288781163,0.228509158587258,-0.205248130193906,-0.473186584992365,0.190883357860111
2009,1,2009.125,1,1.4,161,"PRCPCE",17,1.04176470588235,0.643807179930796,0.128332525951557,-0.515474653979239,-0.800666208840119,0.330920782871972
2009,2,2009.375,1,1.4,171,"PRCPCE",19,1.34230405405405,0.4880559751187,0.00332882217859748,-0.484727152940102,-0.993179425417775,0.254806888970051
2009,3,2009.625,1,1.4,181,"PRCPCE",21,1.44611111111111,0.329364506172839,0.00212623456790126,-0.327238271604938,-0.993544433209857,0.147464043209876
2009,4,2009.875,1,1.4,191,"PRCPCE",23,1.383203125,0.419932708740234,0.000282135009765626,-0.419650573730469,-0.999328142333537,0.242157513427734
2010,1,2009.125,1,1.1,201,"PRCPCE",18,1.34823529411765,0.788254238754325,0.0616207612456747,-0.726633477508651,-0.921826286220733,0.450960488754325
2010,2,2009.375,1,1.1,211,"PRCPCE",20,1.42583108108108,0.66987228227721,0.106165893398466,-0.563706388878744,-0.841513231391575,0.367672702885318
2010,3,2009.625,1,1.1,221,"PRCPCE",22,1.49472222222222,0.702911959876543,0.155805632716049,-0.547106327160494,-0.778342606742081,0.439285802469136
2010,4,2009.875,1,1.1,231,"PRCPCE",24,1.471328125,0.630642767333984,0.137884576416016,-0.492758190917969,-0.781358665225137,0.295837493896484
2010,1,2010.125,1,1.1,241,"PRCPCE",25,1.4025,0.479151838235294,0.09150625,-0.387645588235294,-0.809024524799872,0.188939705882353
2010,2,2010.375,1,1.1,251,"PRCPCE",27,1.28242348484849,0.382847391872704,0.0332783278242654,-0.349569064048439,-0.913076780642323,0.132257788861341
2010,3,2010.625,1,1.1,261,"PRCPCE",29,1.14607884615385,0.336808566860207,0.0021232600628698,-0.334685306797337,-0.99369594401157,0.124787318879438
2010,4,2010.875,1,1.1,271,"PRCPCE",31,1.15863918918919,0.281098810356099,0.00343855450876551,-0.277660255847334,-0.987767452646244,0.0994688650182615
2011,1,2010.125,1,1.8,281,"PRCPCE",26,1.63140151515152,0.662762050906795,0.0284254490932048,-0.63433660181359,-0.957110626575084,0.340701113406795
2011,2,2010.375,1,1.8,291,"PRCPCE",28,1.56661470588235,0.624526451548443,0.0544686955103806,-0.570057756038062,-0.912784005584821,0.285871859930796
2011,3,2010.625,1,1.8,301,"PRCPCE",30,1.45424423076923,0.496871313428254,0.119547051956361,-0.377324261471894,-0.75940037445204,0.186040212370562
2011,4,2010.875,1,1.8,311,"PRCPCE",32,1.38985972222222,0.562988216433256,0.168215047455633,-0.394773168977623,-0.70121035832448,0.232677508169367
2011,1,2011.125,1,1.8,321,"PRCPCE",33,1.29515454545455,0.436254248842975,0.254868932975207,-0.181385315867768,-0.415778909543769,0.143565385509642
2011,2,2011.375,1,1.8,331,"PRCPCE",35,1.598325,0.359110319375,0.0406728056249999,-0.31843751375,-0.886740081165622,0.097887536875
